yyyy,mm,tmax,tmin,latitude,longitude
2001,1,6.9,3.3,,
2001,2,7.1,3.1,,
2001,3,8,2.4,,
2001,4,9.9,4.3,,
2001,5,14,7.6,,
2001,6,13.7,8.8,,
2001,7,15.5,10.8,,
2001,8,16.6,11.3,,
2001,9,14.9,10,,
2001,10,14.1,10.4,,
2001,11,11,6.4,,
2001,12,8.6,4,,
2002,1,9.5,5.5,,
2002,2,8.6,3.9,,
2002,3,9.4,4.9,,
2002,4,10.8,6.2,,
2002,5,13.2,7.9,,
2002,6,14.5,10.3,,
2002,7,15.3,10.8,,
2002,8,16.8,11.7,,
2002,9,16,10.6,,
2002,10,11.6,7.1,,
2002,11,10.8,7.2,,
2002,12,8.2,4.5,,
2003,1,7.8,3.3,,
2003,2,7.7,4,,
2003,3,9.8,5.3,,
2003,4,12.2,6.4,,
2003,5,12.5,7.4,,
2003,6,15.4,10.6,,
2003,7,17.4,12.5,,
2003,8,17.7,12,,
2003,9,15.5,9.7,,
2003,10,11.9,7,,
2003,11,10.9,6.7,,
2003,12,8.8,4.3,,
2004,1,8.5,4.3,,
2004,2,8.1,3.1,,
2004,3,9.4,4.6,,
2004,4,11,6.6,,
2004,5,13.1,7.7,,
2004,6,14.9,10.2,,
2004,7,16.1,10.8,,
2004,8,18.1,12.5,,
2004,9,15.4,10.9,,
2004,10,12.6,5.7,,
2004,11,10.6,7.2,,
2004,12,9.7,5.1,,
2005,1,9.2,4.7,,
2005,2,7.7,3,,
2005,3,10,5.3,,
2005,4,11.2,5.6,,
2005,5,12.3,6.8,,
2005,6,15.3,10.6,,
2005,7,16.2,11.3,,
2005,8,16.4,11.8,,
2005,9,15.8,11.1,,
2005,10,13.7,*    9.7*,,
2005,11,10.3,5.6,,
2005,12,9.1,4.8,,
2006,1,8.5,4.8,,
2006,2,8.3,3.5,,
2006,3,7.9,2.6,,
2006,4,10,*    4.9*,,
2006,5,12.8,7.2,,
2006,6,15.2,10.1,,
2006,7,17.7,12.6,,
2006,8,16.4,11.7,,
2006,9,16.4,12.1,,
2006,10,14.1,10.1,,
2006,11,10.7,6.3,,
2006,12,9.5,5.7,,
2007,1,9.4,*    4.8*,,
2007,2,8.4,4.6,,
2007,3,9.3,4.3,,
2007,4,12.3,6.8,,
2007,5,12.8,7.2,,
2007,6,16.1,10.3,,
