yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-0.624,54.481
2010,4,13.1,4.6,,
2010,5,13.9,6.2,,
2010,6,18.2,10.6,,
2010,7,21.4,13,,
2010,8,19.6,11.3,,
2010,9,17.7,10.4,,
2010,10,13.3,7.6,,
2010,11,8.4,2.9,,
2010,12,3.4,-2.2,,
2011,1,6.7,1.3,,
2011,2,8.8,3.5,,
2011,3,10.6,2.6,,
2011,4,15.4,6.1,,
2011,5,16.7,7.5,,
2011,6,19.1,9.5,,
2011,7,18.6,11,,
2011,8,19.4,11,,
2011,9,19,10.6,,
2011,10,15.6,8.5,,
2011,11,12.1,7,,
2011,12,7.9,2.7,,
2012,1,7.9,2.2,,
2012,2,8.3,2,,
2012,3,13.1,4,,
2012,4,10.2,3.9,,
2012,5,13.2,6.3,,
2012,6,16.5,9.5,,
2012,7,18.9,11.4,,
2012,8,20.4,11.9,,
2012,9,17.5,9.1,,
2012,10,12.4,5.4,,
2012,11,9.6,3.6,,
2012,12,7.2,1.8,,
2013,1,6,1.2,,
2013,2,5.8,0.5,,
2013,3,4.7,0.7,,
2013,4,11.2,4.1,,
2013,5,14.5,5.9,,
2013,6,17.2,8.6,,
2013,7,22.4,12.6,,
2013,8,21.7,12.2,,
2013,9,17.3,9.7,,
2013,10,15.4,9.4,,
2013,11,9.1,3.2,,
2013,12,9.1,2.8,,
2014,1,7.7,2.6,,
2014,2,8.9,3.1,,
2014,3,11.4,3.4,,
2014,4,13,6,,
2014,5,15.8,8.1,,
2014,6,17.9,10.9,,
2014,7,20.8,12.2,,
2014,8,19,10.8,,
2014,9,17.1,10.4,,
2014,10,15.3,8.8,,
2014,11,11.1,5.8,,
2014,12,7.9,2.2,,
2015,1,7.2,1.6,,
2015,2,7.5,1.7,,
2015,3,9.9,3,,
2015,4,12.8,3.9,,
2015,5,15,6.6,,
2015,6,18.1,8.4,,
2015,7,19.5,11.2,,
2015,8,20.4,11.8,,
2015,9,16,8.5,,
2015,10,14.1,7.5,,
2015,11,11.9,5.8,,
2015,12,11.8,5.5,,
2016,1,7.9,2.9,,
2016,2,7.8,1.5,,
2016,3,9.3,2.6,,
2016,4,10.8,3.7,,
2016,5,14.3,7,,
2016,6,16.3,9.8,,
2016,7,21.2,12.8,,
2016,8,20.5,12.6,,
2016,9,19.4,12.1,,
2016,10,13.6,8.5,,
2016,11,8.7,3.1,,
2016,12,9.3,3.8,,
2017,1,6.9,2,,
2017,2,8.9,3.7,,
2017,3,12.1,4.6,,
2017,4,13.2,5.1,,
2017,5,16.6,8.9,,
2017,6,19.8,11.5,,
2017,7,19.8,11.8,,
2017,8,20,11.5,,
2017,9,17.2*,10.4,,
2017,10,15.6*,9.7,,
2017,11,9.7*,4,,
2017,12,7.8,2.4,,
2018,1,7.1,2.5,,
2018,2,5.4,0.8,,
2018,3,7.4,1.5,,
2018,4,13.4,5.8,,
2018,5,17,7.8,,
2018,6,18,10.3,,
2018,7,22.3,13.3,,
2018,8,21.2,12.3,,
2018,9,18.1,9.6,,
2018,10,14.8,7.3,,
2018,11,10.9,6.2,,
2018,12,8.7,3.5,,
2019,1,7.2,2.1,,
2019,2,11.2,3.2,,
2019,3,12.2,4.2,,
2019,4,12,4.2,,
2019,5,14.7,6.9,,
2019,6,18,10.2,,
2019,7,21.8,13.4,,
2019,8,21.6,13.1,,
2019,9,18.2,10.1,,
2019,10,12.4,6.5,,
2019,11,8.9,4.7,,
2019,12,8.2,3.2,,
2020,1,9.4,3.5,,
2020,2,9,2.8,,
2020,3,10.4,2.5,,
2020,4,13.9,4.9,,
2020,5,17.3,6.9,,
2020,6,17.8,10.3,,
2020,7,19.4,11.4,,
2020,8,19.5,12.8,,
2020,9,17.8,9.6,,
2020,10,13.3,7.4,,
2020,11,11.6,5.6,,
2020,12,7.8,2.8,,
2021,1,5.9,0.8,,
2021,2,8,2.1,,
2021,3,11.2,4.4,,
2021,4,10.2,1.1,,
2021,5,13.6,5.4,,
2021,6,19.4,10.8,,
2021,7,20.6,13.2,,
2021,8,19.2,12.8,,
2021,9,19.9,12.2,,
2021,10,15.2,8.7,,
2021,11,11,5.5,,
2021,12,8.2,3.4,,
2022,1,8.3,2.2,,
2022,2,10.1,3.3,,
2022,3,11.4,3.8,,
2022,4,12.4,4.7,,
2022,5,16.9,8.7,,
2022,6,20.1,10.6,,
2022,7,22.8,13.7,,
2022,8,22.2,12.6,,
2022,9,17.9,10.8,,
2022,10,15.9,9,,
2022,11,11.2,6.1,,
2022,12,6.7,1.2,,
2023,1,8,2.9,,
2023,2,10.4,4.7,,
2023,3,10.3,3.5,,
2023,4,11.4,4.7,,
2023,5,16.1,8.1,,
2023,6,19.9,10.5,,
2023,7,20.6,12.4,,
2023,8,20.1,12.3,,
2023,9,19.9,12.1,,
2023,10,14.5,8.2,,
2023,11,10.1,5,,
2023,12,9.1,3.9,,
2024,1,7,2.9,,
2024,2,10.5,4.4,,
2024,3,10.8,4.5,,
