yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-6.318,58.214
1929,8,15.3,9.2,,
1929,9,14.1,8.9,,
1929,10,10.3,5.1,,
1929,11,8.5,4.2,,
1929,12,7.4,2.8,,
1930,1,6.5,2,,
1930,2,6.1,0.8,,
1930,3,6.7,-0.2,,
1930,4,10.2,3.7,,
1930,5,11.9,5.3,,
1930,6,16,9,,
1930,7,15.5,10,,
1930,8,15.8,10.8,,
1930,9,14.6,8.5,,
1930,10,11.1,6.3,,
1930,11,8.2,2.3,,
1930,12,8,3.4,,
1931,1,6.9,1.9,,
1931,2,6.5,1.4,,
1931,3,6.6,0.8,,
1931,4,9.4,3.8,,
1931,5,11.8,6.4,,
1931,6,13.3,8.3,,
1931,7,15.3,10.4,,
1931,8,16.1,9.5,,
1931,9,14,7.9,,
1931,10,11.7,5.9,,
1931,11,10.6,6.1,,
1931,12,9.4,4.5,,
1932,1,9.3,3.5,,
1932,2,8.4,3.6,,
1932,3,8.2,2.5,,
1932,4,8.8,2,,
1932,5,11.4,5.7,,
1932,6,14.8,8.2,,
1932,7,15.9,10.5,,
1932,8,16.1,10.5,,
1932,9,13.6,7.8,,
1932,10,10.6,5.1,,
1932,11,9.5,4.1,,
1932,12,8.4,3,,
1933,1,7.2,2.4,,
1933,2,6.4,1.5,,
1933,3,9.6,4.3,,
1933,4,10,5,,
1933,5,12.5,6.8,,
1933,6,16.1,9.8,,
1933,7,18.1,12.3,,
1933,8,16.8,11.2,,
1933,9,15.6,10.3,,
1933,10,11.6,7,,
1933,11,9.2,4.7,,
1933,12,7.8,4,,
1934,1,8.5,3.7,,
1934,2,8.6,4.8,,
1934,3,7.2,1.8,,
1934,4,8.2,3.3,,
1934,5,11.4,5.5,,
1934,6,14,8.6,,
1934,7,17,11.3,,
1934,8,15.5,11.4,,
1934,9,14.6,9.5,,
1934,10,11.1,6,,
1934,11,8.6,4,,
1934,12,9.1,6.1,,
1935,1,8.1,3.8,,
1935,2,7.3,2.4,,
1935,3,9.1,3.8,,
1935,4,8.9,3.5,,
